"train/global_step","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/completions/mean_terminated_length__MAX"
"48","18814","18814","18814","1220.23046875","1220.23046875","1220.23046875","18814","18814","18814","868.46875","868.46875","868.46875","18814","18814","18814","684.55859375","684.55859375","684.55859375","18814","18814","18814","666.8935546875","666.8935546875","666.8935546875","18814","18814","18814","809.921875","809.921875","809.921875","18814","18814","18814","536.5087890625","536.5087890625","536.5087890625"
"49","19206","19206","19206","1088.7626953125","1088.7626953125","1088.7626953125","19206","19206","19206","745.037109375","745.037109375","745.037109375","19206","19206","19206","622.4130859375","622.4130859375","622.4130859375","19206","19206","19206","607.12890625","607.12890625","607.12890625","19206","19206","19206","775.109375","775.109375","775.109375","19206","19206","19206","486.15234375","486.15234375","486.15234375"
"50","19598","19598","19598","1061.6923828125","1061.6923828125","1061.6923828125","19598","19598","19598","745.1552734375","745.1552734375","745.1552734375","19598","19598","19598","645.4736328125","645.4736328125","645.4736328125","19598","19598","19598","645.01953125","645.01953125","645.01953125","19598","19598","19598","737.642578125","737.642578125","737.642578125","19598","19598","19598","517.6533203125","517.6533203125","517.6533203125"
"51","19990","19990","19990","1175.126953125","1175.126953125","1175.126953125","19990","19990","19990","768.400390625","768.400390625","768.400390625","19990","19990","19990","633.1064453125","633.1064453125","633.1064453125","19990","19990","19990","646.1259765625","646.1259765625","646.1259765625","19990","19990","19990","797.1552734375","797.1552734375","797.1552734375","19990","19990","19990","510.0703125","510.0703125","510.0703125"
"52","20382","20382","20382","1055.9306640625","1055.9306640625","1055.9306640625","20382","20382","20382","777.8251953125","777.8251953125","777.8251953125","20382","20382","20382","666.2353515625","666.2353515625","666.2353515625","20382","20382","20382","626.7216796875","626.7216796875","626.7216796875","20382","20382","20382","773.6083984375","773.6083984375","773.6083984375","20382","20382","20382","539.2890625","539.2890625","539.2890625"
"53","20774","20774","20774","1144.216796875","1144.216796875","1144.216796875","20774","20774","20774","860.078125","860.078125","860.078125","20774","20774","20774","679.6044921875","679.6044921875","679.6044921875","20774","20774","20774","674.9736328125","674.9736328125","674.9736328125","20774","20774","20774","867.919921875","867.919921875","867.919921875","20774","20774","20774","537.2685546875","537.2685546875","537.2685546875"
"54","21166","21166","21166","1017.6171875","1017.6171875","1017.6171875","21166","21166","21166","795.60546875","795.60546875","795.60546875","21166","21166","21166","678.5634765625","678.5634765625","678.5634765625","21166","21166","21166","646.01953125","646.01953125","646.01953125","21166","21166","21166","763.2060546875","763.2060546875","763.2060546875","21166","21166","21166","547.83984375","547.83984375","547.83984375"
"55","21558","21558","21558","1177.470703125","1177.470703125","1177.470703125","21558","21558","21558","909.181640625","909.181640625","909.181640625","21558","21558","21558","718.8720703125","718.8720703125","718.8720703125","21558","21558","21558","675.0888671875","675.0888671875","675.0888671875","21558","21558","21558","898.6064453125","898.6064453125","898.6064453125","21558","21558","21558","562.3388671875","562.3388671875","562.3388671875"
"56","21950","21950","21950","1220.8427734375","1220.8427734375","1220.8427734375","21950","21950","21950","956.5595703125","956.5595703125","956.5595703125","21950","21950","21950","765.08203125","765.08203125","765.08203125","21950","21950","21950","718.3203125","718.3203125","718.3203125","21950","21950","21950","972.78125","972.78125","972.78125","21950","21950","21950","575.8798828125","575.8798828125","575.8798828125"
"57","22342","22342","22342","1133.5703125","1133.5703125","1133.5703125","22342","22342","22342","899.326171875","899.326171875","899.326171875","22342","22342","22342","692.6318359375","692.6318359375","692.6318359375","22342","22342","22342","680.4658203125","680.4658203125","680.4658203125","22342","22342","22342","973.8349609375","973.8349609375","973.8349609375","22342","22342","22342","548.9248046875","548.9248046875","548.9248046875"
"58","22734","22734","22734","946.9248046875","946.9248046875","946.9248046875","22734","22734","22734","823.123046875","823.123046875","823.123046875","22734","22734","22734","683.5087890625","683.5087890625","683.5087890625","22734","22734","22734","682.6025390625","682.6025390625","682.6025390625","22734","22734","22734","817.7744140625","817.7744140625","817.7744140625","22734","22734","22734","546.546875","546.546875","546.546875"
"59","23126","23126","23126","1033.34375","1033.34375","1033.34375","23126","23126","23126","804.9248046875","804.9248046875","804.9248046875","23126","23126","23126","696.203125","696.203125","696.203125","23126","23126","23126","698.248046875","698.248046875","698.248046875","23126","23126","23126","858.6005859375","858.6005859375","858.6005859375","23126","23126","23126","549.916015625","549.916015625","549.916015625"
"60","23518","23518","23518","833.4453125","833.4453125","833.4453125","23518","23518","23518","709.0869140625","709.0869140625","709.0869140625","23518","23518","23518","635.6611328125","635.6611328125","635.6611328125","23518","23518","23518","609.11328125","609.11328125","609.11328125","23518","23518","23518","748.884765625","748.884765625","748.884765625","23518","23518","23518","509.966796875","509.966796875","509.966796875"
"61","23910","23910","23910","1051.779296875","1051.779296875","1051.779296875","23910","23910","23910","840.76171875","840.76171875","840.76171875","23910","23910","23910","694.1376953125","694.1376953125","694.1376953125","23910","23910","23910","660.6279296875","660.6279296875","660.6279296875","23910","23910","23910","943.4931640625","943.4931640625","943.4931640625","23910","23910","23910","544.21484375","544.21484375","544.21484375"
"62","24302","24302","24302","839.6943359375","839.6943359375","839.6943359375","24302","24302","24302","749.22265625","749.22265625","749.22265625","24302","24302","24302","643.5791015625","643.5791015625","643.5791015625","24302","24302","24302","644.0576171875","644.0576171875","644.0576171875","24302","24302","24302","729.509765625","729.509765625","729.509765625","24302","24302","24302","536.8369140625","536.8369140625","536.8369140625"
"63","24694","24694","24694","1307.98828125","1307.98828125","1307.98828125","24694","24694","24694","930.37890625","930.37890625","930.37890625","24694","24694","24694","754.49609375","754.49609375","754.49609375","24694","24694","24694","843.900390625","843.900390625","843.900390625","24694","24694","24694","1126.279296875","1126.279296875","1126.279296875","24694","24694","24694","596.4560546875","596.4560546875","596.4560546875"
"64","25086","25086","25086","886.2578125","886.2578125","886.2578125","25086","25086","25086","783.1787109375","783.1787109375","783.1787109375","25086","25086","25086","698.419921875","698.419921875","698.419921875","25086","25086","25086","683.955078125","683.955078125","683.955078125","25086","25086","25086","766.95703125","766.95703125","766.95703125","25086","25086","25086","573.2958984375","573.2958984375","573.2958984375"
"65","25478","25478","25478","905.4853515625","905.4853515625","905.4853515625","25478","25478","25478","777.4951171875","777.4951171875","777.4951171875","25478","25478","25478","702.8505859375","702.8505859375","702.8505859375","25478","25478","25478","668.7451171875","668.7451171875","668.7451171875","25478","25478","25478","823.8720703125","823.8720703125","823.8720703125","25478","25478","25478","568.6630859375","568.6630859375","568.6630859375"
"66","25870","25870","25870","837.080078125","837.080078125","837.080078125","25870","25870","25870","772.70703125","772.70703125","772.70703125","25870","25870","25870","687.3603515625","687.3603515625","687.3603515625","25870","25870","25870","681.779296875","681.779296875","681.779296875","25870","25870","25870","791.8662109375","791.8662109375","791.8662109375","25870","25870","25870","549.4306640625","549.4306640625","549.4306640625"
"67","26262","26262","26262","887.2890625","887.2890625","887.2890625","26262","26262","26262","763.2236328125","763.2236328125","763.2236328125","26262","26262","26262","656.7958984375","656.7958984375","656.7958984375","26262","26262","26262","668.00390625","668.00390625","668.00390625","26262","26262","26262","801.9736328125","801.9736328125","801.9736328125","26262","26262","26262","535.1552734375","535.1552734375","535.1552734375"
"68","26654","26654","26654","860.1943359375","860.1943359375","860.1943359375","26654","26654","26654","783.7177734375","783.7177734375","783.7177734375","26654","26654","26654","692.2587890625","692.2587890625","692.2587890625","26654","26654","26654","682.021484375","682.021484375","682.021484375","26654","26654","26654","817.6142578125","817.6142578125","817.6142578125","26654","26654","26654","554.1884765625","554.1884765625","554.1884765625"
"69","27046","27046","27046","849.8466796875","849.8466796875","849.8466796875","27046","27046","27046","789.2177734375","789.2177734375","789.2177734375","27046","27046","27046","698.4638671875","698.4638671875","698.4638671875","27046","27046","27046","677.4990234375","677.4990234375","677.4990234375","27046","27046","27046","818.609375","818.609375","818.609375","27046","27046","27046","551.884765625","551.884765625","551.884765625"
"70","27438","27438","27438","875.3759765625","875.3759765625","875.3759765625","27438","27438","27438","783.69140625","783.69140625","783.69140625","27438","27438","27438","721.8896484375","721.8896484375","721.8896484375","27438","27438","27438","655.3759765625","655.3759765625","655.3759765625","27438","27438","27438","893.376953125","893.376953125","893.376953125","27438","27438","27438","559.7001953125","559.7001953125","559.7001953125"
"71","27830","27830","27830","721.306640625","721.306640625","721.306640625","27830","27830","27830","728.0771484375","728.0771484375","728.0771484375","27830","27830","27830","653.4072265625","653.4072265625","653.4072265625","27830","27830","27830","623.1396484375","623.1396484375","623.1396484375","27830","27830","27830","727.7568359375","727.7568359375","727.7568359375","27830","27830","27830","530.1533203125","530.1533203125","530.1533203125"
"72","28222","28222","28222","859.1708984375","859.1708984375","859.1708984375","28222","28222","28222","781.46484375","781.46484375","781.46484375","28222","28222","28222","709.1884765625","709.1884765625","709.1884765625","28222","28222","28222","666.58984375","666.58984375","666.58984375","28222","28222","28222","840.3056640625","840.3056640625","840.3056640625","28222","28222","28222","564.1884765625","564.1884765625","564.1884765625"
"73","28614","28614","28614","966.341796875","966.341796875","966.341796875","28614","28614","28614","856.8015747070312","856.8015747070312","856.8015747070312","28614","28614","28614","754.5732421875","754.5732421875","754.5732421875","28614","28614","28614","723.23046875","723.23046875","723.23046875","28614","28614","28614","981.3466796875","981.3466796875","981.3466796875","28614","28614","28614","607.0302734375","607.0302734375","607.0302734375"
"74","29006","29006","29006","829.337890625","829.337890625","829.337890625","29006","29006","29006","770.4912109375","770.4912109375","770.4912109375","29006","29006","29006","693.8125","693.8125","693.8125","29006","29006","29006","656.2451171875","656.2451171875","656.2451171875","29006","29006","29006","856.5849609375","856.5849609375","856.5849609375","29006","29006","29006","567.921875","567.921875","567.921875"
"75","29398","29398","29398","912.0751953125","912.0751953125","912.0751953125","29398","29398","29398","808.5126953125","808.5126953125","808.5126953125","29398","29398","29398","683.7998046875","683.7998046875","683.7998046875","29398","29398","29398","662.8310546875","662.8310546875","662.8310546875","29398","29398","29398","989.53125","989.53125","989.53125","29398","29398","29398","572.8984375","572.8984375","572.8984375"
"76","29790","29790","29790","1003.625","1003.625","1003.625","29790","29790","29790","811.8359375","811.8359375","811.8359375","29790","29790","29790","745.529296875","745.529296875","745.529296875","29790","29790","29790","658.267578125","658.267578125","658.267578125","29790","29790","29790","970.3642578125","970.3642578125","970.3642578125","29790","29790","29790","571.9228515625","571.9228515625","571.9228515625"
"77","30182","30182","30182","909.736328125","909.736328125","909.736328125","30182","30182","30182","817.318359375","817.318359375","817.318359375","30182","30182","30182","705.0068359375","705.0068359375","705.0068359375","30182","30182","30182","677.43359375","677.43359375","677.43359375","30182","30182","30182","967.3466796875","967.3466796875","967.3466796875","30182","30182","30182","570.41015625","570.41015625","570.41015625"
"78","30574","30574","30574","1027.0263671875","1027.0263671875","1027.0263671875","30574","30574","30574","901.8955078125","901.8955078125","901.8955078125","30574","30574","30574","769.564453125","769.564453125","769.564453125","30574","30574","30574","709.5146484375","709.5146484375","709.5146484375","30574","30574","30574","1026.884765625","1026.884765625","1026.884765625","30574","30574","30574","609.2470703125","609.2470703125","609.2470703125"
"79","30966","30966","30966","915.1640625","915.1640625","915.1640625","30966","30966","30966","873.20703125","873.20703125","873.20703125","30966","30966","30966","744.353515625","744.353515625","744.353515625","30966","30966","30966","679.408203125","679.408203125","679.408203125","30966","30966","30966","893.388671875","893.388671875","893.388671875","30966","30966","30966","589.1455078125","589.1455078125","589.1455078125"
"80","31358","31358","31358","1026.7587890625","1026.7587890625","1026.7587890625","31358","31358","31358","857.1103515625","857.1103515625","857.1103515625","31358","31358","31358","735.57421875","735.57421875","735.57421875","31358","31358","31358","699.916015625","699.916015625","699.916015625","31358","31358","31358","1007.341796875","1007.341796875","1007.341796875","31358","31358","31358","590.806640625","590.806640625","590.806640625"
"81","31750","31750","31750","970.8623046875","970.8623046875","970.8623046875","31750","31750","31750","768.9228515625","768.9228515625","768.9228515625","31750","31750","31750","704.4111328125","704.4111328125","704.4111328125","31750","31750","31750","673.51953125","673.51953125","673.51953125","31750","31750","31750","960.373046875","960.373046875","960.373046875","31750","31750","31750","549.4716796875","549.4716796875","549.4716796875"
"82","32142","32142","32142","998.0478515625","998.0478515625","998.0478515625","32142","32142","32142","881.4443359375","881.4443359375","881.4443359375","32142","32142","32142","770.8603515625","770.8603515625","770.8603515625","32142","32142","32142","711.2255859375","711.2255859375","711.2255859375","32142","32142","32142","966.2373046875","966.2373046875","966.2373046875","32142","32142","32142","604.654296875","604.654296875","604.654296875"
"83","32534","32534","32534","877.611328125","877.611328125","877.611328125","32534","32534","32534","780.6689453125","780.6689453125","780.6689453125","32534","32534","32534","686.048828125","686.048828125","686.048828125","32534","32534","32534","635.87109375","635.87109375","635.87109375","32534","32534","32534","897.3994140625","897.3994140625","897.3994140625","32534","32534","32534","543.337890625","543.337890625","543.337890625"
"84","32926","32926","32926","938.21484375","938.21484375","938.21484375","32926","32926","32926","842.27734375","842.27734375","842.27734375","32926","32926","32926","739.9296875","739.9296875","739.9296875","32926","32926","32926","702.81640625","702.81640625","702.81640625","32926","32926","32926","880.65234375","880.65234375","880.65234375","32926","32926","32926","587.9296875","587.9296875","587.9296875"
"85","33318","33318","33318","969.015625","969.015625","969.015625","33318","33318","33318","839.4833984375","839.4833984375","839.4833984375","33318","33318","33318","705.87109375","705.87109375","705.87109375","33318","33318","33318","681.435546875","681.435546875","681.435546875","33318","33318","33318","856.0107421875","856.0107421875","856.0107421875","33318","33318","33318","557.3349609375","557.3349609375","557.3349609375"
"86","33710","33710","33710","922.154296875","922.154296875","922.154296875","33710","33710","33710","794.3896484375","794.3896484375","794.3896484375","33710","33710","33710","724.4443359375","724.4443359375","724.4443359375","33710","33710","33710","687.1279296875","687.1279296875","687.1279296875","33710","33710","33710","830.13671875","830.13671875","830.13671875","33710","33710","33710","561.5966796875","561.5966796875","561.5966796875"
"87","34102","34102","34102","968.4033203125","968.4033203125","968.4033203125","34102","34102","34102","873.3505859375","873.3505859375","873.3505859375","34102","34102","34102","762.013671875","762.013671875","762.013671875","34102","34102","34102","745.8984375","745.8984375","745.8984375","34102","34102","34102","902.58203125","902.58203125","902.58203125","34102","34102","34102","584.580078125","584.580078125","584.580078125"
"88","34494","34494","34494","948.9931640625","948.9931640625","948.9931640625","34494","34494","34494","791.5810546875","791.5810546875","791.5810546875","34494","34494","34494","689.765625","689.765625","689.765625","34494","34494","34494","685.9013671875","685.9013671875","685.9013671875","34494","34494","34494","877.197265625","877.197265625","877.197265625","34494","34494","34494","536.1630859375","536.1630859375","536.1630859375"
"89","34886","34886","34886","916.3642578125","916.3642578125","916.3642578125","34886","34886","34886","845.2470703125","845.2470703125","845.2470703125","34886","34886","34886","715.24609375","715.24609375","715.24609375","34886","34886","34886","713.2919921875","713.2919921875","713.2919921875","34886","34886","34886","857.9931640625","857.9931640625","857.9931640625","34886","34886","34886","567.19140625","567.19140625","567.19140625"
"90","35278","35278","35278","958.7216796875","958.7216796875","958.7216796875","35278","35278","35278","842.673828125","842.673828125","842.673828125","35278","35278","35278","691.158203125","691.158203125","691.158203125","35278","35278","35278","720.1572265625","720.1572265625","720.1572265625","35278","35278","35278","930.5078125","930.5078125","930.5078125","35278","35278","35278","564.03125","564.03125","564.03125"
"91","35670","35670","35670","955.88671875","955.88671875","955.88671875","35670","35670","35670","836.169921875","836.169921875","836.169921875","35670","35670","35670","694.2177734375","694.2177734375","694.2177734375","35670","35670","35670","718.91015625","718.91015625","718.91015625","35670","35670","35670","901.1591796875","901.1591796875","901.1591796875","35670","35670","35670","565.8583984375","565.8583984375","565.8583984375"
"92","36062","36062","36062","863.732421875","863.732421875","863.732421875","36062","36062","36062","820.1630859375","820.1630859375","820.1630859375","36062","36062","36062","682.3759765625","682.3759765625","682.3759765625","36062","36062","36062","713.2890625","713.2890625","713.2890625","36062","36062","36062","842.9794921875","842.9794921875","842.9794921875","36062","36062","36062","575.087890625","575.087890625","575.087890625"
"93","36454","36454","36454","887.2734375","887.2734375","887.2734375","36454","36454","36454","818.4033203125","818.4033203125","818.4033203125","36454","36454","36454","662.9736328125","662.9736328125","662.9736328125","36454","36454","36454","719.29296875","719.29296875","719.29296875","36454","36454","36454","904.4404296875","904.4404296875","904.4404296875","36454","36454","36454","551.9833984375","551.9833984375","551.9833984375"
"94","36846","36846","36846","906.818359375","906.818359375","906.818359375","36846","36846","36846","823.0478515625","823.0478515625","823.0478515625","36846","36846","36846","652.4970703125","652.4970703125","652.4970703125","36846","36846","36846","686.5048828125","686.5048828125","686.5048828125","36846","36846","36846","859.4130859375","859.4130859375","859.4130859375","36846","36846","36846","537.06640625","537.06640625","537.06640625"
"95","37238","37238","37238","998.5087890625","998.5087890625","998.5087890625","37238","37238","37238","940.94140625","940.94140625","940.94140625","37238","37238","37238","741.146484375","741.146484375","741.146484375","37238","37238","37238","786.9208984375","786.9208984375","786.9208984375","37238","37238","37238","987.2900390625","987.2900390625","987.2900390625","37238","37238","37238","606.3291015625","606.3291015625","606.3291015625"
"96","37630","37630","37630","857.6728515625","857.6728515625","857.6728515625","37630","37630","37630","841.392578125","841.392578125","841.392578125","37630","37630","37630","654.2822265625","654.2822265625","654.2822265625","37630","37630","37630","693.029296875","693.029296875","693.029296875","37630","37630","37630","814.5458984375","814.5458984375","814.5458984375","37630","37630","37630","533.466796875","533.466796875","533.466796875"
"97","38022","38022","38022","816.9091796875","816.9091796875","816.9091796875","38022","38022","38022","842.8876953125","842.8876953125","842.8876953125","38022","38022","38022","645.5126953125","645.5126953125","645.5126953125","38022","38022","38022","705.48828125","705.48828125","705.48828125","38022","38022","38022","770.6708984375","770.6708984375","770.6708984375","38022","38022","38022","542.8720703125","542.8720703125","542.8720703125"
"98","38414","38414","38414","829.4365234375","829.4365234375","829.4365234375","38414","38414","38414","832.1416015625","832.1416015625","832.1416015625","38414","38414","38414","644.4638671875","644.4638671875","644.4638671875","38414","38414","38414","684.1064453125","684.1064453125","684.1064453125","38414","38414","38414","785.751953125","785.751953125","785.751953125","38414","38414","38414","533.3076171875","533.3076171875","533.3076171875"
